"kategori","judul_kategori","golongan_pokok","judul_golongan_pokok","golongan","judul_golongan","subgolongan","judul_subgolongan","kelompok","judul_kelompok"
G,Perdagangan Besar Dan Eceran; Reparasi Dan Perawatan Mobil Dan Sepeda Motor,"47","Perdagangan Eceran, Bukan Mobil Dan Motor","471",Perdagangan Eceran Berbagai Macam Barang di Toko,"4711","Perdagangan Eceran Yang Utamanya Makanan, Minuman Atau Tembakau di Toko","47112","Perdagangan Eceran Berbagai Macam Barang Yang Utamanya Makanan, Minuman Atau Tembakau Bukan Di Minimarket/Supermarket/Hypermarket (Tradisional)"
G,Perdagangan Besar Dan Eceran; Reparasi Dan Perawatan Mobil Dan Sepeda Motor,"47","Perdagangan Eceran, Bukan Mobil Dan Motor","471",Perdagangan Eceran Berbagai Macam Barang di Toko,"4719",Perdagangan Eceran Berbagai Macam Barang Yang Didominasi Oleh Barang Bukan Makanan Dan Tembakau di Toko,"47191","Perdagangan Eceran Berbagai Macam Barang Yang Utamanya Bukan Makanan, Minuman Atau Tembakau Di Toserba (Department Store)"
G,Perdagangan Besar Dan Eceran; Reparasi Dan Perawatan Mobil Dan Sepeda Motor,"47","Perdagangan Eceran, Bukan Mobil Dan Motor","471",Perdagangan Eceran Berbagai Macam Barang di Toko,"4719",Perdagangan Eceran Berbagai Macam Barang Yang Didominasi Oleh Barang Bukan Makanan Dan Tembakau di Toko,"47192","Perdagangan Eceran Berbagai Macam Barang Yang Utamanya Bukan Makanan, Minuman Atau Tembakau (barang-barang Kelontong) Bukan Di Toserba (Department Store)"
G,Perdagangan Besar Dan Eceran; Reparasi Dan Perawatan Mobil Dan Sepeda Motor,"47","Perdagangan Eceran, Bukan Mobil Dan Motor","472","Perdagangan Eceran Khusus Makanan, Minuman Dan Tembakau di Toko","4721",Perdagangan eceran khusus komoditi makanan dari hasil pertanian di toko,"47211",Perdagangan Eceran Padi Dan Palawija
G,Perdagangan Besar Dan Eceran; Reparasi Dan Perawatan Mobil Dan Sepeda Motor,"47","Perdagangan Eceran, Bukan Mobil Dan Motor","472","Perdagangan Eceran Khusus Makanan, Minuman Dan Tembakau di Toko","4721",Perdagangan eceran khusus komoditi makanan dari hasil pertanian di toko,"47212",Perdagangan Eceran Buah-buahan
G,Perdagangan Besar Dan Eceran; Reparasi Dan Perawatan Mobil Dan Sepeda Motor,"47","Perdagangan Eceran, Bukan Mobil Dan Motor","472","Perdagangan Eceran Khusus Makanan, Minuman Dan Tembakau di Toko","4721",Perdagangan eceran khusus komoditi makanan dari hasil pertanian di toko,"47213",Perdagangan Eceran Sayuran
G,Perdagangan Besar Dan Eceran; Reparasi Dan Perawatan Mobil Dan Sepeda Motor,"47","Perdagangan Eceran, Bukan Mobil Dan Motor","472","Perdagangan Eceran Khusus Makanan, Minuman Dan Tembakau di Toko","4721",Perdagangan eceran khusus komoditi makanan dari hasil pertanian di toko,"47214",Perdagangan Eceran Hasil Peternakan
G,Perdagangan Besar Dan Eceran; Reparasi Dan Perawatan Mobil Dan Sepeda Motor,"47","Perdagangan Eceran, Bukan Mobil Dan Motor","472","Perdagangan Eceran Khusus Makanan, Minuman Dan Tembakau di Toko","4721",Perdagangan eceran khusus komoditi makanan dari hasil pertanian di toko,"47215",Perdagangan Eceran Hasil Perikanan
G,Perdagangan Besar Dan Eceran; Reparasi Dan Perawatan Mobil Dan Sepeda Motor,"47","Perdagangan Eceran, Bukan Mobil Dan Motor","472","Perdagangan Eceran Khusus Makanan, Minuman Dan Tembakau di Toko","4721",Perdagangan eceran khusus komoditi makanan dari hasil pertanian di toko,"47216",Perdagangan Eceran Hasil Kehutanan dan Perburuan
G,Perdagangan Besar Dan Eceran; Reparasi Dan Perawatan Mobil Dan Sepeda Motor,"47","Perdagangan Eceran, Bukan Mobil Dan Motor","472","Perdagangan Eceran Khusus Makanan, Minuman Dan Tembakau di Toko","4721",Perdagangan eceran khusus komoditi makanan dari hasil pertanian di toko,"47219",Perdagangan Eceran Hasil Pertanian Lainnya
G,Perdagangan Besar Dan Eceran; Reparasi Dan Perawatan Mobil Dan Sepeda Motor,"47","Perdagangan Eceran, Bukan Mobil Dan Motor","472","Perdagangan Eceran Khusus Makanan, Minuman Dan Tembakau di Toko","4722",Perdagangan Eceran Khusus Minuman di Toko,"47221",Perdagangan Eceran Minuman Beralkohol
G,Perdagangan Besar Dan Eceran; Reparasi Dan Perawatan Mobil Dan Sepeda Motor,"47","Perdagangan Eceran, Bukan Mobil Dan Motor","472","Perdagangan Eceran Khusus Makanan, Minuman Dan Tembakau di Toko","4722",Perdagangan Eceran Khusus Minuman di Toko,"47222",Perdagangan Eceran Minuman Tidak Beralkohol
G,Perdagangan Besar Dan Eceran; Reparasi Dan Perawatan Mobil Dan Sepeda Motor,"47","Perdagangan Eceran, Bukan Mobil Dan Motor","472","Perdagangan Eceran Khusus Makanan, Minuman Dan Tembakau di Toko","4723",Perdagangan Eceran Khusus Rokok dan Tembakau di Toko,"47230",Perdagangan Eceran Khusus Rokok dan Tembakau di Toko
G,Perdagangan Besar Dan Eceran; Reparasi Dan Perawatan Mobil Dan Sepeda Motor,"47","Perdagangan Eceran, Bukan Mobil Dan Motor","472","Perdagangan Eceran Khusus Makanan, Minuman Dan Tembakau di Toko","4724",Perdagangan Eceran Khusus Makanan Hasil Industri di Toko,"47241",Perdagangan Eceran Beras
G,Perdagangan Besar Dan Eceran; Reparasi Dan Perawatan Mobil Dan Sepeda Motor,"47","Perdagangan Eceran, Bukan Mobil Dan Motor","472","Perdagangan Eceran Khusus Makanan, Minuman Dan Tembakau di Toko","4724",Perdagangan Eceran Khusus Makanan Hasil Industri di Toko,"47242","Perdagangan Eceran Roti, Kue Kering, serta Kue Basah dan Sejenisnya"
G,Perdagangan Besar Dan Eceran; Reparasi Dan Perawatan Mobil Dan Sepeda Motor,"47","Perdagangan Eceran, Bukan Mobil Dan Motor","472","Perdagangan Eceran Khusus Makanan, Minuman Dan Tembakau di Toko","4724",Perdagangan Eceran Khusus Makanan Hasil Industri di Toko,"47243","Perdagangan Eceran Kopi, Gula Pasir dan Gula Merah"
G,Perdagangan Besar Dan Eceran; Reparasi Dan Perawatan Mobil Dan Sepeda Motor,"47","Perdagangan Eceran, Bukan Mobil Dan Motor","472","Perdagangan Eceran Khusus Makanan, Minuman Dan Tembakau di Toko","4724",Perdagangan Eceran Khusus Makanan Hasil Industri di Toko,"47244","Perdagangan Eceran Tahu, Tempe, Tauco dan Oncom"
G,Perdagangan Besar Dan Eceran; Reparasi Dan Perawatan Mobil Dan Sepeda Motor,"47","Perdagangan Eceran, Bukan Mobil Dan Motor","472","Perdagangan Eceran Khusus Makanan, Minuman Dan Tembakau di Toko","4724",Perdagangan Eceran Khusus Makanan Hasil Industri di Toko,"47245",Perdagangan Eceran Daging dan Ikan Olahan
G,Perdagangan Besar Dan Eceran; Reparasi Dan Perawatan Mobil Dan Sepeda Motor,"47","Perdagangan Eceran, Bukan Mobil Dan Motor","472","Perdagangan Eceran Khusus Makanan, Minuman Dan Tembakau di Toko","4724",Perdagangan Eceran Khusus Makanan Hasil Industri di Toko,"47249",Perdagangan Eceran Makanan Lainnya
G,Perdagangan Besar Dan Eceran; Reparasi Dan Perawatan Mobil Dan Sepeda Motor,"47","Perdagangan Eceran, Bukan Mobil Dan Motor","473",Perdagangan Eceran Khusus Bahan Bakar Kendaraan Bermotor,"4730",Perdagangan Eceran Khusus Bahan Bakar Kendaraan Bermotor,"47301","Perdagangan Eceran Bahan Bakar Minyak, Bahan Bakar Gas (BBG), dan Liquefied Petroleum Gas (LPG) di Sarana Pengisian Bahan Bakar Transportasi Darat, Laut, dan Udara"
G,Perdagangan Besar Dan Eceran; Reparasi Dan Perawatan Mobil Dan Sepeda Motor,"47","Perdagangan Eceran, Bukan Mobil Dan Motor","473",Perdagangan Eceran Khusus Bahan Bakar Kendaraan Bermotor,"4730",Perdagangan Eceran Khusus Bahan Bakar Kendaraan Bermotor,"47302","Perdagangan Eceran Bahan Bakar Minyak, Bahan Bakar Gas (BBG), dan Liquefied Petroleum Gas (LPG) Selain Di Sarana Pengisian Bahan Bakar Transportasi Darat, Laut, dan Udara"
G,Perdagangan Besar Dan Eceran; Reparasi Dan Perawatan Mobil Dan Sepeda Motor,"47","Perdagangan Eceran, Bukan Mobil Dan Motor","473",Perdagangan Eceran Khusus Bahan Bakar Kendaraan Bermotor,"4730",Perdagangan Eceran Khusus Bahan Bakar Kendaraan Bermotor,"47303",Perdagangan Eceran Minyak Pelumas Di Toko
G,Perdagangan Besar Dan Eceran; Reparasi Dan Perawatan Mobil Dan Sepeda Motor,"47","Perdagangan Eceran, Bukan Mobil Dan Motor","474",Perdagangan Eceran Khusus Peralatan Informasi Dan Komunikasi di Toko,"4741",Perdagangan eceran khusus komputer dan perlengkapannya; piranti lunak dan perlengkapan telekomunikasi di toko,"47411",Perdagangan Eceran Komputer Dan Perlengkapannya
G,Perdagangan Besar Dan Eceran; Reparasi Dan Perawatan Mobil Dan Sepeda Motor,"47","Perdagangan Eceran, Bukan Mobil Dan Motor","474",Perdagangan Eceran Khusus Peralatan Informasi Dan Komunikasi di Toko,"4741",Perdagangan eceran khusus komputer dan perlengkapannya; piranti lunak dan perlengkapan telekomunikasi di toko,"47412",Perdagangan Eceran Peralatan Video Game Dan Sejenisnya
G,Perdagangan Besar Dan Eceran; Reparasi Dan Perawatan Mobil Dan Sepeda Motor,"47","Perdagangan Eceran, Bukan Mobil Dan Motor","474",Perdagangan Eceran Khusus Peralatan Informasi Dan Komunikasi di Toko,"4741",Perdagangan eceran khusus komputer dan perlengkapannya; piranti lunak dan perlengkapan telekomunikasi di toko,"47413",Perdagangan Eceran Piranti Lunak (Software)
G,Perdagangan Besar Dan Eceran; Reparasi Dan Perawatan Mobil Dan Sepeda Motor,"47","Perdagangan Eceran, Bukan Mobil Dan Motor","474",Perdagangan Eceran Khusus Peralatan Informasi Dan Komunikasi di Toko,"4741",Perdagangan eceran khusus komputer dan perlengkapannya; piranti lunak dan perlengkapan telekomunikasi di toko,"47414",Perdagangan Eceran Alat Telekomunikasi
G,Perdagangan Besar Dan Eceran; Reparasi Dan Perawatan Mobil Dan Sepeda Motor,"47","Perdagangan Eceran, Bukan Mobil Dan Motor","474",Perdagangan Eceran Khusus Peralatan Informasi Dan Komunikasi di Toko,"4741",Perdagangan eceran khusus komputer dan perlengkapannya; piranti lunak dan perlengkapan telekomunikasi di toko,"47415",Perdagangan Eceran Mesin Kantor
G,Perdagangan Besar Dan Eceran; Reparasi Dan Perawatan Mobil Dan Sepeda Motor,"47","Perdagangan Eceran, Bukan Mobil Dan Motor","474",Perdagangan Eceran Khusus Peralatan Informasi Dan Komunikasi di Toko,"4742",Perdagangan eceran khusus peralatan audio dan video di toko,"47420",Perdagangan Eceran Khusus Peralatan Audio dan Video di Toko
G,Perdagangan Besar Dan Eceran; Reparasi Dan Perawatan Mobil Dan Sepeda Motor,"47","Perdagangan Eceran, Bukan Mobil Dan Motor","475",Perdagangan Eceran Khusus Perlengkapan Rumah Tangga Lainnya di Toko,"4751",Perdagangan eceran khusus tekstil di toko,"47511",Perdagangan Eceran Tekstil
G,Perdagangan Besar Dan Eceran; Reparasi Dan Perawatan Mobil Dan Sepeda Motor,"47","Perdagangan Eceran, Bukan Mobil Dan Motor","475",Perdagangan Eceran Khusus Perlengkapan Rumah Tangga Lainnya di Toko,"4751",Perdagangan eceran khusus tekstil di toko,"47512",Perdagangan Eceran Perlengkapan Rumah Tangga Dari Tekstil
G,Perdagangan Besar Dan Eceran; Reparasi Dan Perawatan Mobil Dan Sepeda Motor,"47","Perdagangan Eceran, Bukan Mobil Dan Motor","475",Perdagangan Eceran Khusus Perlengkapan Rumah Tangga Lainnya di Toko,"4751",Perdagangan eceran khusus tekstil di toko,"47513",Perdagangan Eceran Perlengkapan Jahit Menjahit
G,Perdagangan Besar Dan Eceran; Reparasi Dan Perawatan Mobil Dan Sepeda Motor,"47","Perdagangan Eceran, Bukan Mobil Dan Motor","475",Perdagangan Eceran Khusus Perlengkapan Rumah Tangga Lainnya di Toko,"4752","Perdagangan eceran khusus barang dan bahan bangunan, cat dan kaca di toko","47521",Perdagangan Eceran Barang Logam Untuk Bahan Konstruksi
G,Perdagangan Besar Dan Eceran; Reparasi Dan Perawatan Mobil Dan Sepeda Motor,"47","Perdagangan Eceran, Bukan Mobil Dan Motor","475",Perdagangan Eceran Khusus Perlengkapan Rumah Tangga Lainnya di Toko,"4752","Perdagangan eceran khusus barang dan bahan bangunan, cat dan kaca di toko","47522",Perdagangan Eceran Kaca
G,Perdagangan Besar Dan Eceran; Reparasi Dan Perawatan Mobil Dan Sepeda Motor,"47","Perdagangan Eceran, Bukan Mobil Dan Motor","475",Perdagangan Eceran Khusus Perlengkapan Rumah Tangga Lainnya di Toko,"4752","Perdagangan eceran khusus barang dan bahan bangunan, cat dan kaca di toko","47523","Perdagangan Eceran Genteng, Batu Bata, Ubin Dan Sejenisnya Dari Tanah Liat, Kapur, Semen Atau Kaca"
G,Perdagangan Besar Dan Eceran; Reparasi Dan Perawatan Mobil Dan Sepeda Motor,"47","Perdagangan Eceran, Bukan Mobil Dan Motor","475",Perdagangan Eceran Khusus Perlengkapan Rumah Tangga Lainnya di Toko,"4752","Perdagangan eceran khusus barang dan bahan bangunan, cat dan kaca di toko","47524","Perdagangan Eceran Semen, Kapur, Pasir Dan Batu"
G,Perdagangan Besar Dan Eceran; Reparasi Dan Perawatan Mobil Dan Sepeda Motor,"47","Perdagangan Eceran, Bukan Mobil Dan Motor","475",Perdagangan Eceran Khusus Perlengkapan Rumah Tangga Lainnya di Toko,"4752","Perdagangan eceran khusus barang dan bahan bangunan, cat dan kaca di toko","47525",Perdagangan Eceran Bahan Konstruksi Dari Porselen
G,Perdagangan Besar Dan Eceran; Reparasi Dan Perawatan Mobil Dan Sepeda Motor,"47","Perdagangan Eceran, Bukan Mobil Dan Motor","475",Perdagangan Eceran Khusus Perlengkapan Rumah Tangga Lainnya di Toko,"4752","Perdagangan eceran khusus barang dan bahan bangunan, cat dan kaca di toko","47526",Perdagangan Eceran Bahan Konstruksi Dari Kayu
G,Perdagangan Besar Dan Eceran; Reparasi Dan Perawatan Mobil Dan Sepeda Motor,"47","Perdagangan Eceran, Bukan Mobil Dan Motor","475",Perdagangan Eceran Khusus Perlengkapan Rumah Tangga Lainnya di Toko,"4752","Perdagangan eceran khusus barang dan bahan bangunan, cat dan kaca di toko","47527","Perdagangan Eceran Cat, Pernis Dan Lak"
G,Perdagangan Besar Dan Eceran; Reparasi Dan Perawatan Mobil Dan Sepeda Motor,"47","Perdagangan Eceran, Bukan Mobil Dan Motor","475",Perdagangan Eceran Khusus Perlengkapan Rumah Tangga Lainnya di Toko,"4752","Perdagangan eceran khusus barang dan bahan bangunan, cat dan kaca di toko","47528",Perdagangan Eceran Berbagai Macam Material Bangunan
G,Perdagangan Besar Dan Eceran; Reparasi Dan Perawatan Mobil Dan Sepeda Motor,"47","Perdagangan Eceran, Bukan Mobil Dan Motor","475",Perdagangan Eceran Khusus Perlengkapan Rumah Tangga Lainnya di Toko,"4752","Perdagangan eceran khusus barang dan bahan bangunan, cat dan kaca di toko","47529",Perdagangan Eceran Bahan Dan Barang Konstruksi Lainnya
G,Perdagangan Besar Dan Eceran; Reparasi Dan Perawatan Mobil Dan Sepeda Motor,"47","Perdagangan Eceran, Bukan Mobil Dan Motor","475",Perdagangan Eceran Khusus Perlengkapan Rumah Tangga Lainnya di Toko,"4753","Perdagangan eceran khusus karpet, permadani dan penutup dinding dan lantai di toko","47530","Perdagangan Eceran Khusus Karpet, Permadani dan Penutup Dinding dan Lantai di Toko"
G,Perdagangan Besar Dan Eceran; Reparasi Dan Perawatan Mobil Dan Sepeda Motor,"47","Perdagangan Eceran, Bukan Mobil Dan Motor","475",Perdagangan Eceran Khusus Perlengkapan Rumah Tangga Lainnya di Toko,"4759","Perdagangan eceran  khusus furnitur, peralatan listrik rumah tangga, peralatan penerangan dan peralatan rumah tangga lainnya di toko","47591",Perdagangan Eceran Furnitur
G,Perdagangan Besar Dan Eceran; Reparasi Dan Perawatan Mobil Dan Sepeda Motor,"47","Perdagangan Eceran, Bukan Mobil Dan Motor","475",Perdagangan Eceran Khusus Perlengkapan Rumah Tangga Lainnya di Toko,"4759","Perdagangan eceran  khusus furnitur, peralatan listrik rumah tangga, peralatan penerangan dan peralatan rumah tangga lainnya di toko","47592",Perdagangan Eceran Peralatan Listrik Rumah Tangga Dan Peralatan Penerangan Dan Perlengkapannya
G,Perdagangan Besar Dan Eceran; Reparasi Dan Perawatan Mobil Dan Sepeda Motor,"47","Perdagangan Eceran, Bukan Mobil Dan Motor","475",Perdagangan Eceran Khusus Perlengkapan Rumah Tangga Lainnya di Toko,"4759","Perdagangan eceran  khusus furnitur, peralatan listrik rumah tangga, peralatan penerangan dan peralatan rumah tangga lainnya di toko","47593",Perdagangan Eceran Barang Pecah Belah Dan Perlengkapan Dapur Dari Plastik
G,Perdagangan Besar Dan Eceran; Reparasi Dan Perawatan Mobil Dan Sepeda Motor,"47","Perdagangan Eceran, Bukan Mobil Dan Motor","475",Perdagangan Eceran Khusus Perlengkapan Rumah Tangga Lainnya di Toko,"4759","Perdagangan eceran  khusus furnitur, peralatan listrik rumah tangga, peralatan penerangan dan peralatan rumah tangga lainnya di toko","47594",Perdagangan Eceran Barang Pecah Belah Dan Perlengkapan Dapur Dari Batu Atau Tanah Liat
G,Perdagangan Besar Dan Eceran; Reparasi Dan Perawatan Mobil Dan Sepeda Motor,"47","Perdagangan Eceran, Bukan Mobil Dan Motor","475",Perdagangan Eceran Khusus Perlengkapan Rumah Tangga Lainnya di Toko,"4759","Perdagangan eceran  khusus furnitur, peralatan listrik rumah tangga, peralatan penerangan dan peralatan rumah tangga lainnya di toko","47595","Perdagangan Eceran Barang Pecah Belah Dan Perlengkapan Dapur Dari Kayu, Bambu Atau Rotan"
G,Perdagangan Besar Dan Eceran; Reparasi Dan Perawatan Mobil Dan Sepeda Motor,"47","Perdagangan Eceran, Bukan Mobil Dan Motor","475",Perdagangan Eceran Khusus Perlengkapan Rumah Tangga Lainnya di Toko,"4759","Perdagangan eceran  khusus furnitur, peralatan listrik rumah tangga, peralatan penerangan dan peralatan rumah tangga lainnya di toko","47596","Perdagangan Eceran Barang Pecah Belah Dan Perlengkapan Dapur Bukan Dari Plastik, Batu, Tanah Liat, Kayu, Bambu Atau Rotan"
G,Perdagangan Besar Dan Eceran; Reparasi Dan Perawatan Mobil Dan Sepeda Motor,"47","Perdagangan Eceran, Bukan Mobil Dan Motor","475",Perdagangan Eceran Khusus Perlengkapan Rumah Tangga Lainnya di Toko,"4759","Perdagangan eceran  khusus furnitur, peralatan listrik rumah tangga, peralatan penerangan dan peralatan rumah tangga lainnya di toko","47597",Perdagangan Eceran Alat Musik
G,Perdagangan Besar Dan Eceran; Reparasi Dan Perawatan Mobil Dan Sepeda Motor,"47","Perdagangan Eceran, Bukan Mobil Dan Motor","475",Perdagangan Eceran Khusus Perlengkapan Rumah Tangga Lainnya di Toko,"4759","Perdagangan eceran  khusus furnitur, peralatan listrik rumah tangga, peralatan penerangan dan peralatan rumah tangga lainnya di toko","47599",Perdagangan Eceran Peralatan Dan Perlengkapan Rumah Tangga Lainnya YTDL
G,Perdagangan Besar Dan Eceran; Reparasi Dan Perawatan Mobil Dan Sepeda Motor,"47","Perdagangan Eceran, Bukan Mobil Dan Motor","476",Perdagangan Eceran Khusus Barang Budaya Dan Rekreasi di Toko Khusus,"4761",Perdagangan eceran khusus alat tulis dan hasil pencetakan dan penerbitan di toko,"47611",Perdagangan Eceran Alat Tulis Menulis Dan Gambar
G,Perdagangan Besar Dan Eceran; Reparasi Dan Perawatan Mobil Dan Sepeda Motor,"47","Perdagangan Eceran, Bukan Mobil Dan Motor","476",Perdagangan Eceran Khusus Barang Budaya Dan Rekreasi di Toko Khusus,"4761",Perdagangan eceran khusus alat tulis dan hasil pencetakan dan penerbitan di toko,"47612",Perdagangan Eceran Hasil Pencetakan Dan Penerbitan
G,Perdagangan Besar Dan Eceran; Reparasi Dan Perawatan Mobil Dan Sepeda Motor,"47","Perdagangan Eceran, Bukan Mobil Dan Motor","476",Perdagangan Eceran Khusus Barang Budaya Dan Rekreasi di Toko Khusus,"4762",Perdagangan eceran khusus rekaman musik dan video di toko,"47620",Perdagangan Eceran Khusus Rekaman Musik dan Video di Toko
G,Perdagangan Besar Dan Eceran; Reparasi Dan Perawatan Mobil Dan Sepeda Motor,"47","Perdagangan Eceran, Bukan Mobil Dan Motor","476",Perdagangan Eceran Khusus Barang Budaya Dan Rekreasi di Toko Khusus,"4763",Perdagangan eceran khusus peralatan olahraga di toko,"47630",Perdagangan Eceran Khusus Peralatan Olahraga di Toko
G,Perdagangan Besar Dan Eceran; Reparasi Dan Perawatan Mobil Dan Sepeda Motor,"47","Perdagangan Eceran, Bukan Mobil Dan Motor","476",Perdagangan Eceran Khusus Barang Budaya Dan Rekreasi di Toko Khusus,"4764",Perdagangan eceran khusus alat permainan dan mainan anak-anak di toko,"47640",Perdagangan Eceran Khusus Alat Permainan dan Mainan Anak-anak di Toko
G,Perdagangan Besar Dan Eceran; Reparasi Dan Perawatan Mobil Dan Sepeda Motor,"47","Perdagangan Eceran, Bukan Mobil Dan Motor","476",Perdagangan Eceran Khusus Barang Budaya Dan Rekreasi di Toko Khusus,"4765","Perdagangan Eceran Kertas, Kertas Karton Dan Barang Dari Kertas/Karton","47650","Perdagangan Eceran Kertas, Kertas Karton Dan Barang Dari Kertas/Karton"
G,Perdagangan Besar Dan Eceran; Reparasi Dan Perawatan Mobil Dan Sepeda Motor,"47","Perdagangan Eceran, Bukan Mobil Dan Motor","477",Perdagangan Eceran Khusus Barang Lainnya di Toko,"4771","Perdagangan eceran khusus pakaian, alas kaki dan barang dari kulit di toko","47711",Perdagangan Eceran Pakaian
G,Perdagangan Besar Dan Eceran; Reparasi Dan Perawatan Mobil Dan Sepeda Motor,"47","Perdagangan Eceran, Bukan Mobil Dan Motor","477",Perdagangan Eceran Khusus Barang Lainnya di Toko,"4771","Perdagangan eceran khusus pakaian, alas kaki dan barang dari kulit di toko","47712","Perdagangan Eceran Sepatu, Sandal Dan Alas Kaki Lainnya"
G,Perdagangan Besar Dan Eceran; Reparasi Dan Perawatan Mobil Dan Sepeda Motor,"47","Perdagangan Eceran, Bukan Mobil Dan Motor","477",Perdagangan Eceran Khusus Barang Lainnya di Toko,"4771","Perdagangan eceran khusus pakaian, alas kaki dan barang dari kulit di toko","47713",Perdagangan Eceran Pelengkap Pakaian
G,Perdagangan Besar Dan Eceran; Reparasi Dan Perawatan Mobil Dan Sepeda Motor,"47","Perdagangan Eceran, Bukan Mobil Dan Motor","477",Perdagangan Eceran Khusus Barang Lainnya di Toko,"4771","Perdagangan eceran khusus pakaian, alas kaki dan barang dari kulit di toko","47714","Perdagangan Eceran Tas, Dompet, Koper, Ransel Dan Sejenisnya"
G,Perdagangan Besar Dan Eceran; Reparasi Dan Perawatan Mobil Dan Sepeda Motor,"47","Perdagangan Eceran, Bukan Mobil Dan Motor","477",Perdagangan Eceran Khusus Barang Lainnya di Toko,"4772","Perdagangan Eceran Khusus Barang Dan Obat Farmasi, Alat Kedokteran, Parfum Dan Kosmetik Di Toko","47721",Perdagangan Eceran Barang Dan Obat Farmasi Untuk Manusia Di Apotik
G,Perdagangan Besar Dan Eceran; Reparasi Dan Perawatan Mobil Dan Sepeda Motor,"47","Perdagangan Eceran, Bukan Mobil Dan Motor","477",Perdagangan Eceran Khusus Barang Lainnya di Toko,"4772","Perdagangan Eceran Khusus Barang Dan Obat Farmasi, Alat Kedokteran, Parfum Dan Kosmetik Di Toko","47722",Perdagangan Eceran Barang Dan Obat Farmasi Untuk Manusia Bukan Di Apotik
G,Perdagangan Besar Dan Eceran; Reparasi Dan Perawatan Mobil Dan Sepeda Motor,"47","Perdagangan Eceran, Bukan Mobil Dan Motor","477",Perdagangan Eceran Khusus Barang Lainnya di Toko,"4772","Perdagangan Eceran Khusus Barang Dan Obat Farmasi, Alat Kedokteran, Parfum Dan Kosmetik Di Toko","47723",Perdagangan Eceran Obat Tradisional Untuk Manusia
G,Perdagangan Besar Dan Eceran; Reparasi Dan Perawatan Mobil Dan Sepeda Motor,"47","Perdagangan Eceran, Bukan Mobil Dan Motor","477",Perdagangan Eceran Khusus Barang Lainnya di Toko,"4772","Perdagangan Eceran Khusus Barang Dan Obat Farmasi, Alat Kedokteran, Parfum Dan Kosmetik Di Toko","47724",Perdagangan Eceran Kosmetik Untuk Manusia
G,Perdagangan Besar Dan Eceran; Reparasi Dan Perawatan Mobil Dan Sepeda Motor,"47","Perdagangan Eceran, Bukan Mobil Dan Motor","477",Perdagangan Eceran Khusus Barang Lainnya di Toko,"4772","Perdagangan Eceran Khusus Barang Dan Obat Farmasi, Alat Kedokteran, Parfum Dan Kosmetik Di Toko","47725","Perdagangan Eceran Alat Laboratorium, Alat Farmasi Dan Alat Kesehatan Untuk Manusia"
G,Perdagangan Besar Dan Eceran; Reparasi Dan Perawatan Mobil Dan Sepeda Motor,"47","Perdagangan Eceran, Bukan Mobil Dan Motor","477",Perdagangan Eceran Khusus Barang Lainnya di Toko,"4772","Perdagangan Eceran Khusus Barang Dan Obat Farmasi, Alat Kedokteran, Parfum Dan Kosmetik Di Toko","47726",Perdagangan Eceran Barang Dan Obat Farmasi Untuk Hewan Di Apotik Dan Bukan Di Apotik
G,Perdagangan Besar Dan Eceran; Reparasi Dan Perawatan Mobil Dan Sepeda Motor,"47","Perdagangan Eceran, Bukan Mobil Dan Motor","477",Perdagangan Eceran Khusus Barang Lainnya di Toko,"4772","Perdagangan Eceran Khusus Barang Dan Obat Farmasi, Alat Kedokteran, Parfum Dan Kosmetik Di Toko","47727",Perdagangan Eceran Obat Tradisional Untuk Hewan
G,Perdagangan Besar Dan Eceran; Reparasi Dan Perawatan Mobil Dan Sepeda Motor,"47","Perdagangan Eceran, Bukan Mobil Dan Motor","477",Perdagangan Eceran Khusus Barang Lainnya di Toko,"4772","Perdagangan Eceran Khusus Barang Dan Obat Farmasi, Alat Kedokteran, Parfum Dan Kosmetik Di Toko","47728",Perdagangan Eceran Kosmetik Untuk Hewan
G,Perdagangan Besar Dan Eceran; Reparasi Dan Perawatan Mobil Dan Sepeda Motor,"47","Perdagangan Eceran, Bukan Mobil Dan Motor","477",Perdagangan Eceran Khusus Barang Lainnya di Toko,"4772","Perdagangan Eceran Khusus Barang Dan Obat Farmasi, Alat Kedokteran, Parfum Dan Kosmetik Di Toko","47729","Perdagangan Eceran Khusus Barang Dan Obat Farmasi, Alat Kedokteran, Parfum Dan Kosmetik Lainnya"
G,Perdagangan Besar Dan Eceran; Reparasi Dan Perawatan Mobil Dan Sepeda Motor,"47","Perdagangan Eceran, Bukan Mobil Dan Motor","477",Perdagangan Eceran Khusus Barang Lainnya di Toko,"4773",Perdagangan eceran khusus barang baru lainnya di toko,"47731",Perdagangan Eceran Alat Fotografi Dan Perlengkapannya
G,Perdagangan Besar Dan Eceran; Reparasi Dan Perawatan Mobil Dan Sepeda Motor,"47","Perdagangan Eceran, Bukan Mobil Dan Motor","477",Perdagangan Eceran Khusus Barang Lainnya di Toko,"4773",Perdagangan eceran khusus barang baru lainnya di toko,"47732",Perdagangan Eceran Alat Optik Dan Perlengkapannya
G,Perdagangan Besar Dan Eceran; Reparasi Dan Perawatan Mobil Dan Sepeda Motor,"47","Perdagangan Eceran, Bukan Mobil Dan Motor","477",Perdagangan Eceran Khusus Barang Lainnya di Toko,"4773",Perdagangan eceran khusus barang baru lainnya di toko,"47733",Perdagangan Eceran Kaca Mata
